time, AIN0
2025-09-16_16-21-34, 1.0089752674102783
2025-09-16_16-21-34, 1.0089752674102783
2025-09-16_16-21-34, 1.0089752674102783
2025-09-16_16-21-35, 1.0089752674102783
2025-09-16_16-21-35, 1.0089752674102783
2025-09-16_16-21-35, 1.0089752674102783
2025-09-16_16-21-36, 1.0089752674102783
2025-09-16_16-21-36, 1.0089752674102783
2025-09-16_16-21-36, 1.0089752674102783
2025-09-16_16-21-37, 1.0089752674102783
